名称,大类,中类,地址,经度,纬度,省份,城市,区域,教育质量,消费场所,医疗健康,旅游资源,交通运输
郡江国际大厦B座,商务住宅,写字楼,宁国路228号,121.536979,31.26467,上海市,上海市,杨浦区,0.9152463378967409,0.806945466337428,0.7126305210620515,0.666689298354044,0.8397506453920782
上海橙途民宿FX103486,酒店住宿,其他,红星眼镜(临青路店)平凉路1509号四楼,121.539399,31.26572,上海市,上海市,杨浦区,0.8472244475212294,0.8729891583587199,0.6966037728563351,0.6669142415821238,0.663193347807147
上海橙途民宿FX103482,酒店住宿,其他,红星眼镜(临青路店)平凉路1509号四楼,121.539399,31.26572,上海市,上海市,杨浦区,0.8472244475212294,0.8729891583587199,0.6966037728563351,0.6669142415821238,0.663193347807147
上海杨浦商贸集团经济园区,商务住宅,产业园区,平凉路与三星路交叉口西南80米,121.538295,31.264384,上海市,上海市,杨浦区,0.8094807146840917,0.6924830435648544,0.6884603006719551,0.6670504047800532,0.680856637896278
上海华伦宾馆,酒店住宿,其他,三星路87-1号,121.539463,31.264001,上海市,上海市,杨浦区,0.736242690171619,0.6139642083115138,0.6692083663054172,0.6670559161487546,0.5961610644287992
上海室内纺织制品商贸大楼,商务住宅,写字楼,平凉路1398号,121.538103,31.263953,上海市,上海市,杨浦区,0.7908456287992869,0.63816419267284,0.6817779359464172,0.6671656710808688,0.673208048940743
Zsmart智尚酒店(上海北外滩宁国路地铁站店),酒店住宿,宾馆酒店,平凉路1493号2层,121.539136,31.26545,上海市,上海市,杨浦区,0.8414482516384595,0.8717167776658131,0.6966605591922559,0.6669193708723365,0.6698808157169199
杨浦商业商务办公楼,商务住宅,写字楼,平凉路1509甲,121.539162,31.265658,上海市,上海市,杨浦区,0.8603637323894441,0.8729434845362762,0.6997726275950912,0.6668724905832046,0.676670524701019
上海国际家用纺织品产业园7,商务住宅,产业园区,宁国路与平凉路交叉口东100米,121.538457,31.263534,上海市,上海市,杨浦区,0.7516822236492264,0.5912044944303709,0.6694595810787047,0.6670265177495481,0.6317680099881829
上海国际家用纺织品产业园8,商务住宅,产业园区,内环高架路与平凉路交叉口东150米,121.538979,31.263717,上海市,上海市,杨浦区,0.7407720881815342,0.5978098116171958,0.6692589259588447,0.6670063830083152,0.6105912034847599
锦江之星旅馆(上海杨浦大桥店)(暂停营业),酒店住宿,经济型连锁酒店,临青路333号,121.539369,31.26684,上海市,上海市,杨浦区,0.9154410424577879,0.865776238395634,0.7117273728107812,0.6746709011902035,0.7123858503122561
新联地带,商务住宅,写字楼,临青路430号,121.539716,31.268044,上海市,上海市,杨浦区,0.9167491014546507,0.7804601040756101,0.7103481034793445,0.6849920868893928,0.734627944942621
皓月坊,商务住宅,住宅区,锦州湾路169弄,121.538281,31.267095,上海市,上海市,杨浦区,0.9170081309222732,0.8370908318799118,0.7354961549756284,0.6838490348643899,0.8512770196710268
网鱼电竞酒店(宁国路地铁站店),酒店住宿,宾馆酒店,临青路379号三楼,121.538807,31.267313,上海市,上海市,杨浦区,0.9167064382637732,0.8194033806454248,0.7267406058152746,0.6835342786381773,0.7936411547312537
临青宾馆,酒店住宿,宾馆酒店,临青路333号,121.54016,31.266459,上海市,上海市,杨浦区,0.8609039475092413,0.8759797807040767,0.6921999589369734,0.6669175631086527,0.6431612287623848
锦江之星风尚(上海北外滩店),酒店住宿,经济型连锁酒店,平凉路1625号,121.539796,31.266498,上海市,上海市,杨浦区,0.89867156537364,0.8766449583458498,0.6996862881422351,0.6669668106246716,0.667158929723176
平凉路1545弄小区,商务住宅,住宅区,锦州湾路与临青路交叉口南100米,121.539371,31.266356,上海市,上海市,杨浦区,0.9145989932996914,0.8764321183212139,0.7062808158831354,0.6682827766726678,0.690936872348739
潞安酒店(宁国路店),酒店住宿,三星级宾馆,宁国路438弄2号,121.535538,31.266912,上海市,上海市,杨浦区,0.9195336743619879,0.8799878735729467,0.7704003548609077,0.6885122330878899,0.8784249809724909
银河苑(宁国路),商务住宅,住宅区,宁国路(地铁站)4号口步行238米,121.535543,31.267644,上海市,上海市,杨浦区,0.9199867395991849,0.8236370756201367,0.7752540985311724,0.6947675390989817,0.8791262091928617
银河经典苑,商务住宅,住宅区,临青路555号,121.537195,31.268113,上海市,上海市,杨浦区,0.9190587317063486,0.7789685324471851,0.7564803748208085,0.6967659134441127,0.8752010046256204
和瑞雅苑,商务住宅,住宅区,平凉路1556号附近,121.536939,31.266085,上海市,上海市,杨浦区,0.9172904815984091,0.8768066767653979,0.7443895465970719,0.6771274327655602,0.8730378915259812
海尚佳园,商务住宅,住宅区,长阳路1650号,121.536054,31.269174,上海市,上海市,杨浦区,0.9202898249054962,0.7584064355378042,0.76431489216343,0.7034124101520725,0.8790165252230131
大桥街道宁武小区,商务住宅,住宅区,[],121.539587,31.270388,上海市,上海市,杨浦区,0.9192003306589812,0.730126781657584,0.7016598548527078,0.6971493123381061,0.8364478241914574
明月坊(河间路),商务住宅,住宅区,河间路555弄,121.53874,31.269004,上海市,上海市,杨浦区,0.9186941380319683,0.747993068190712,0.725521103434415,0.6969459802176988,0.8712286151898834
引翔港小区,商务住宅,住宅区,长阳路2021弄,121.539229,31.27242,上海市,上海市,杨浦区,0.920765285730204,0.7198159112276026,0.6900953480012855,0.6974701575490561,0.8706825002976494
宁武小区,商务住宅,住宅区,长阳路2080-2100号,121.540307,31.271688,上海市,上海市,杨浦区,0.919759412782093,0.7256013582801616,0.68192282892366,0.6923297425086277,0.7714039820771345
格林豪泰酒店(上海市北外滩宁国路地铁站),酒店住宿,经济型连锁酒店,长阳路1800号,121.538438,31.271061,上海市,上海市,杨浦区,0.9202726653122663,0.7229924748639361,0.7117856325563429,0.7029091252408882,0.8733780582867918
新中源大楼,商务住宅,住宅区,长阳路1930号,121.539344,31.271371,上海市,上海市,杨浦区,0.9200828685167264,0.7226184283329993,0.6972786802490808,0.6989050731154745,0.8706806106767596
长阳大楼,商务住宅,住宅区,长阳路2021弄,121.539463,31.271357,上海市,上海市,杨浦区,0.920009386649324,0.7230842741328227,0.6958188037904666,0.6982656782268108,0.8647087621006155
长阳路1900弄小区,商务住宅,住宅区,长阳路2113号附近,121.539633,31.270826,上海市,上海市,杨浦区,0.9194891794881241,0.7268008978947921,0.6977539245731067,0.6973311860512728,0.8388177272045093
永久公寓,商务住宅,其他,长阳路(近双阳路),121.540163,31.272385,上海市,上海市,杨浦区,0.9203576291555299,0.7236195300358111,0.6788722391031675,0.6917708935242568,0.7797350063966183
丽宠公馆,商务住宅,其他,长阳路与双阳路交叉口东北40米,121.539104,31.271758,上海市,上海市,杨浦区,0.9204390434745428,0.7204443526575376,0.6970419047657482,0.6996178680623878,0.8713101996138177
引翔港小区长阳路2021弄,商务住宅,住宅区,长阳路与宁武路交叉口西40米,121.539979,31.27237,上海市,上海市,杨浦区,0.9204386133293894,0.7227045982329755,0.6812441719264004,0.6931276171035126,0.7970324626270554
华晶宾馆,酒店住宿,宾馆酒店,长阳路1691号(近长阳商务休闲广场),121.536052,31.270764,上海市,上海市,杨浦区,0.9205004974440638,0.7363032535785328,0.7469044347028454,0.7060128053789445,0.8793290822694226
克拉玛依大厦,商务住宅,商住两用楼宇,长阳路1889号,121.537708,31.271565,上海市,上海市,杨浦区,0.9206683909497688,0.7216004843542696,0.7157987925922864,0.704424997317061,0.8752585340664644
建信大楼,商务住宅,写字楼,长阳路1760号,121.537774,31.270763,上海市,上海市,杨浦区,0.9202895623638805,0.7260356684835023,0.7233852349977267,0.7047279196220176,0.875248244187771
阳阳公寓,商务住宅,住宅区,长阳路1865弄,121.537064,31.271408,上海市,上海市,杨浦区,0.9206025492640004,0.7248513160232688,0.7254788639343296,0.7055428803469321,0.8769363750456372
浦罡小区,商务住宅,住宅区,长阳路1841弄,121.536166,31.272373,上海市,上海市,杨浦区,0.9206568679718313,0.7275942445370148,0.729593841458556,0.7042684064455758,0.878367433396561
双阳路50弄小区,商务住宅,住宅区,双阳路50弄1、3号,121.537949,31.271741,上海市,上海市,杨浦区,0.920739546079896,0.7203285003923011,0.711277272175775,0.7036632088993542,0.8745568336523174
华晶丽呈睿轩酒店,酒店住宿,宾馆酒店,长阳路1691号,121.535992,31.270644,上海市,上海市,杨浦区,0.9204970323325657,0.7379026181093788,0.7492116873930246,0.7059707288521405,0.8794602371566385
华晶丽呈睿轩上海北外滩酒店,酒店住宿,宾馆酒店,长阳路1691号,121.535986,31.270677,上海市,上海市,杨浦区,0.9204979341767949,0.7376640781282239,0.7489549530292268,0.705970246124261,0.8794698502995937
中通大厦(长阳路),商务住宅,写字楼,黄兴路1号,121.532545,31.269395,上海市,上海市,杨浦区,0.9211603660076921,0.8570377826641634,0.8908426326905338,0.6940675699055522,0.8848748135240191
旺增公寓,商务住宅,住宅区,长阳路1529弄,121.530993,31.268677,上海市,上海市,杨浦区,0.9219090657679656,0.8805566125232743,0.916013965511019,0.6825009785391949,0.8868485579832215
易佰连锁旅店(上海长阳路地铁站店),酒店住宿,经济型连锁酒店,长阳路中通大厦1577-1581号(12号线宁国路地铁站1号口),121.532624,31.269283,上海市,上海市,杨浦区,0.9211786374691385,0.8570987731690277,0.8789471176599385,0.694047468676444,0.8847755515023996
上海途掌柜121097精品民宿,酒店住宿,其他,黄兴路与眉州支路交叉口南40米,121.532546,31.269558,上海市,上海市,杨浦区,0.9210884117319207,0.851147900596466,0.8974690034786525,0.6945920856946831,0.8848610136140523
汉庭酒店(上海北外滩宁国路地铁站店),酒店住宿,经济型连锁酒店,长阳路1665号,121.533635,31.269828,上海市,上海市,杨浦区,0.9206980064726481,0.7973006355250306,0.8184544834237838,0.6996880851400367,0.8834007280833108
Sweet服务式公寓,酒店住宿,旅馆招待所,长阳路1673号,121.53373,31.270126,上海市,上海市,杨浦区,0.9205846339864634,0.7882791077619175,0.8156370845857476,0.700610521009901,0.8832721245894413
互联网教育大厦,商务住宅,写字楼,长阳路1616号,121.534106,31.269034,上海市,上海市,杨浦区,0.9207889325603876,0.8028494579941392,0.7989510614786551,0.6991119076277882,0.882606845844451
SWEET HOME酒店式公寓,酒店住宿,其他,长阳路1673号,121.533763,31.270107,上海市,上海市,杨浦区,0.9205868587825805,0.7875952055126388,0.813839057463912,0.700692841000933,0.8832255254395616
上海又庭酒店,酒店住宿,其他,长阳路1665号,121.533604,31.269941,上海市,上海市,杨浦区,0.9206644314847977,0.7959515897187206,0.8209869973077578,0.6998157406817674,0.8834441677145303
湖畔居,商务住宅,其他,长阳路1687号长阳创谷独角兽花园大街36-42号,121.535492,31.27038,上海市,上海市,杨浦区,0.9204876059825045,0.7463933188061631,0.7606412717281578,0.7053567662318718,0.8804398733155587
长阳创谷,商务住宅,产业园区,长阳路1687号,121.533361,31.272436,上海市,上海市,杨浦区,0.9199499055646894,0.7785097606528257,0.8509730824112661,0.6989378326163211,0.8825849780452456
黄兴大楼,商务住宅,写字楼,黄兴路18号,121.533065,31.270512,上海市,上海市,杨浦区,0.9205383889512747,0.8046593632928443,0.8704872660963985,0.6987614331515889,0.8840958233389634
优客工场(长阳谷社区),商务住宅,住宅区,黄兴路与九潭路交叉口东160米,121.533301,31.271582,上海市,上海市,杨浦区,0.9200605842993687,0.7841894682925987,0.8578318517241654,0.7000184314896333,0.8834188607715401
润苑.悦椿轩(杨浦店),商务住宅,住宅区,长阳创谷东南门进入左拐立体车库旁边大门口二撞全新楼宇第二2F悦椿轩,121.534734,31.27095,上海市,上海市,杨浦区,0.9203713781336933,0.7525935685564419,0.7738838607181293,0.7041753580013286,0.8817037281708824
湖畔居,商务住宅,住宅区,独角兽花园大街38号湖畔居,121.533322,31.27228,上海市,上海市,杨浦区,0.9199523002578414,0.7801536195569762,0.856138676733808,0.6991589215734495,0.8827993415630536
启迪之星(长三角旗舰基地),商务住宅,写字楼,长阳路1687号长阳创谷7号楼303,121.533686,31.270781,上海市,上海市,杨浦区,0.9203378568560112,0.7795084062205566,0.8212865342013145,0.7012400526747588,0.8832753301582951
幸福公寓(双阳路),商务住宅,住宅区,双阳路160弄-3-5号、22-27号,121.535484,31.272597,上海市,上海市,杨浦区,0.9204991637599444,0.7344307959234273,0.7408582308688376,0.7032300671399321,0.8794816343944881
五星大厦(黄兴路),商务住宅,写字楼,黄兴路156号,121.532189,31.271762,上海市,上海市,杨浦区,0.920143173738732,0.8286807386833484,0.9161512582021321,0.696059498339263,0.8844142815323748
凯兴苑,商务住宅,住宅区,黄兴路97弄1-26号,121.531147,31.270581,上海市,上海市,杨浦区,0.9209566515782828,0.8834442031062187,0.9178285174868871,0.6910680070379835,0.8861553201215817
光大信成大厦,商务住宅,写字楼,黄兴路122号,121.532718,31.2711,上海市,上海市,杨浦区,0.920314721132793,0.8107234606914263,0.9146896743334801,0.6980306577307784,0.8843118317621694
二钢明珠楼,商务住宅,写字楼,黄兴路217号,121.531161,31.271034,上海市,上海市,杨浦区,0.9207519378824536,0.8839123215257412,0.9182078259324424,0.6919957164832802,0.8858910341170687
长阳创谷C4座,商务住宅,写字楼,大桥街道长阳路1687号,121.532541,31.272459,上海市,上海市,杨浦区,0.9199810464085603,0.8093592865571333,0.9154520293373974,0.696192052885862,0.8833864252144757
友间公寓,酒店住宿,旅馆招待所,九潭路与黄兴路辅路交叉口西南40米,121.531268,31.271309,上海市,上海市,杨浦区,0.9206032158722589,0.8841853424067313,0.9181640727379731,0.6926986488942647,0.8856087777148726
黄兴路118号,商务住宅,其他,黄兴路辅路与眉州支路交叉口北100米,121.532805,31.270805,上海市,上海市,杨浦区,0.9204452969251774,0.8108611002781412,0.9093686183252092,0.6981510405367526,0.8843290073557372
上海建发国际大厦,商务住宅,写字楼,秦皇岛路32号,121.516951,31.251289,上海市,上海市,杨浦区,0.23121161090314063,0.14989001456753634,0.19516448217845592,0.19539107044199627,0.17834129568606474
万城国际,商务住宅,写字楼,秦皇岛路32号,121.516782,31.249855,上海市,上海市,杨浦区,0.21477341174931736,0.1426944815977452,0.19026520666379504,0.18961772893881976,0.16790446370057216
杨树浦驿站,酒店住宿,其他,北外滩街道秦皇岛路1号秦皇岛轮渡二楼,121.516619,31.249894,上海市,上海市,杨浦区,0.2145166749196739,0.1426855672473526,0.1901375449041198,0.18952101138611646,0.16766292377252895
东码头外滩空间,商务住宅,产业园区,杨树浦路340号,121.516868,31.25102,上海市,上海市,杨浦区,0.22759947578360099,0.14830174402467322,0.19402481848551612,0.1940458667828266,0.17599498371907843
杨树浦路471弄小区,商务住宅,住宅区,杨树浦路471弄,121.520022,31.252462,上海市,上海市,杨浦区,0.5235771830544005,0.16183495999272826,0.2084286081694346,0.20945900782491464,0.2982945919758933
近胜里小区,商务住宅,住宅区,平凉路245弄1-59号,121.51855,31.253998,上海市,上海市,杨浦区,0.668884480445183,0.1726567317683151,0.21429115183046696,0.2170411097711514,0.440467154190181
宝地广场,商务住宅,写字楼,唐山路1018号,121.511613,31.261176,上海市,上海市,杨浦区,0.6676916248745299,0.5317264678333166,0.2807828923698305,0.24905626062630729,0.5692567152765138
北美广场,商务住宅,写字楼,大连路538号,121.512745,31.259967,上海市,上海市,杨浦区,0.6674115182181177,0.5331582192034491,0.23635385819412538,0.23900936006037327,0.5694657435508071
安莉芳大厦,商务住宅,写字楼,昆明路518号北美广场B区,121.512414,31.259951,上海市,上海市,杨浦区,0.667126593315851,0.5332467864656394,0.23409701646423517,0.23680408301532554,0.5405821140692278
Continental,商务住宅,写字楼,昆明路518号北美广场a座18楼,121.512711,31.259537,上海市,上海市,杨浦区,0.6669689753114545,0.5333173974203779,0.2313303556411018,0.23512286405207122,0.5331502943302743
北美广场A座,商务住宅,写字楼,荆州路与昆明路交叉口南80米,121.513069,31.260239,上海市,上海市,杨浦区,0.6680347304027895,0.5326803307594954,0.24187050234701837,0.26610310803743736,0.5686097702196997
continental大楼,商务住宅,其他,大连路(地铁站)1号口步行279米,121.51272,31.25959,上海市,上海市,杨浦区,0.6670251291240404,0.5333292776319797,0.23194193987237763,0.23560693088462578,0.5382392197064966
林园(长阳路),商务住宅,住宅区,长阳路539弄1-44号,121.514947,31.260457,上海市,上海市,杨浦区,0.6935948785884315,0.5311614147435549,0.47118231658641246,0.4733725391915726,0.5667650277939342
荣广商务中心,商务住宅,写字楼,昆明路596号,121.513936,31.260577,上海市,上海市,杨浦区,0.6726984146973829,0.531486584711798,0.4114918213289823,0.40798488762760426,0.5673119932911418
上海北外滩亚朵酒店,酒店住宿,宾馆酒店,长阳路555号,121.515188,31.260641,上海市,上海市,杨浦区,0.708655474498934,0.5310185903981482,0.5221094907852452,0.511886254567599,0.5666778846232152
西门子中心,商务住宅,写字楼,大连路500号,121.513418,31.259193,上海市,上海市,杨浦区,0.6671256191676431,0.533278900114598,0.23175941689751173,0.23645435406697385,0.5667218648994699
长阳路503弄小区,商务住宅,住宅区,长阳路503弄,121.514689,31.260103,上海市,上海市,杨浦区,0.6744979105326993,0.5321336355510066,0.3816506410458918,0.40961926278355487,0.5670928490412261
绣熙国际,商务住宅,其他,昆明路与荆州路交叉口东40米,121.513352,31.261018,上海市,上海市,杨浦区,0.6724117947871244,0.5306945196299778,0.44611357549291475,0.4153908891667849,0.5674700028480973
海友酒店(上海北外滩店),酒店住宿,经济型连锁酒店,昆明路666号,121.514792,31.262158,上海市,上海市,杨浦区,0.7999580105191529,0.7664616942309264,0.6680243983169947,0.6614088062080361,0.5670313368984088
荣广商务中心C区,商务住宅,写字楼,昆明路596号,121.513731,31.261223,上海市,上海市,杨浦区,0.688818648704332,0.5508449000072866,0.518920664495722,0.4732314138974731,0.5670088373498214
岚亭园区,商务住宅,写字楼,昆明路640号,121.514424,31.261743,上海市,上海市,杨浦区,0.7391642137808961,0.6338967640048699,0.6693420282638575,0.585401132448757,0.5667017707277768
岚亭园区,商务住宅,产业园区,昆明路640号,121.514424,31.261743,上海市,上海市,杨浦区,0.7391642137808961,0.6338967640048699,0.6693420282638575,0.585401132448757,0.5667017707277768
文通雅苑,商务住宅,住宅区,辽阳路508弄之1-3号,121.514736,31.263046,上海市,上海市,杨浦区,0.9152615605064842,0.877281634981422,0.6667717712767244,0.6683899144378381,0.5676714270239819
东海新第,商务住宅,住宅区,昆明路614-616,121.514043,31.261595,上海市,上海市,杨浦区,0.7143947703917121,0.5988692756293355,0.6164285774648167,0.540758032864484,0.5667095555245708
昆明路652弄小区,商务住宅,住宅区,昆明路652弄1-54号,121.515079,31.261777,上海市,上海市,杨浦区,0.7811046092892642,0.6684243103510538,0.6686435662433388,0.6353859657384731,0.5669691315307405
宝地东花园唐山路1188弄,商务住宅,住宅区,唐山路1188弄1-17号,121.513027,31.262612,上海市,上海市,杨浦区,0.7243547820860371,0.7710926804516679,0.6686930364394615,0.5825908078762378,0.5667211939451918
宝地广场A座,商务住宅,写字楼,大连路588号,121.51109,31.261442,上海市,上海市,杨浦区,0.6674610731471489,0.5315728059571138,0.2750641727165893,0.24149006082022056,0.5429506331885116
上海贝壳儿公寓(唐山路分店),酒店住宿,其他,唐山路宝地东花园,121.513019,31.262564,上海市,上海市,杨浦区,0.7214033453179817,0.7506552070631912,0.6688252034029385,0.5762980195488548,0.5667325127909376
上海如梦方醒公寓(荆州路分店),酒店住宿,其他,荆州路与昆明路交叉口西北120米,121.512079,31.261438,上海市,上海市,杨浦区,0.6685851905086289,0.5306341412514705,0.4028873952839492,0.3501051539616547,0.5684604811081575
宝地东花园,商务住宅,住宅区,唐山路1188弄(近周家嘴路),121.512735,31.262609,上海市,上海市,杨浦区,0.7119318565626367,0.7353220596765654,0.6690491393792501,0.5590588450622868,0.5668413446481396
尚发华苑,商务住宅,住宅区,惠民路1016附近,121.527609,31.260603,上海市,上海市,杨浦区,0.919129969534531,0.5308425398514777,0.6676656129573032,0.6668018155817165,0.8768700057582647
宝立公寓,商务住宅,住宅区,惠民路1033弄,121.526833,31.26113,上海市,上海市,杨浦区,0.920790754641777,0.5519092802788851,0.6678755936311069,0.6667029539444385,0.8787286814060944
远力小区,商务住宅,住宅区,榆林路840弄1-5号,121.527721,31.25981,上海市,上海市,杨浦区,0.9166090023028598,0.5321515626636373,0.667141658667588,0.6671831927734218,0.8729495849061447
泰成里,商务住宅,住宅区,平凉路795弄,121.527234,31.259361,上海市,上海市,杨浦区,0.9152642568870688,0.5326810182618478,0.6668011255851244,0.6675493438427959,0.8611370941239327
东晋城里,商务住宅,住宅区,榆林路783弄,121.526431,31.259869,上海市,上海市,杨浦区,0.9173170198762619,0.5319121415516296,0.666835446309104,0.6672203595427346,0.8724917086749293
上海唐玉华公寓(江浦路分店),酒店住宿,其他,长海四村16号,121.525729,31.259821,上海市,上海市,杨浦区,0.9172466952305314,0.5319263041376157,0.6667051698400547,0.6673466118079197,0.8713344936128485
杨浦区人大办公楼,商务住宅,写字楼,惠民路982号,121.52629,31.260337,上海市,上海市,杨浦区,0.9188155031554343,0.5311173565798206,0.6670355286847303,0.6669722452534741,0.8747359365527972
尚发大厦,商务住宅,其他,榆林路818号,121.526457,31.259727,上海市,上海市,杨浦区,0.916781051143291,0.5321297727621105,0.6667838347227344,0.667327055213023,0.8717094851362325
圣骊名苑,商务住宅,住宅区,兰州路667弄,121.529992,31.260664,上海市,上海市,杨浦区,0.9177784076148752,0.5311187014791915,0.668545232274655,0.6668022475923355,0.8760075357467071
滨江晶典Ⅱ期,商务住宅,住宅区,榆林路858弄,121.528636,31.259876,上海市,上海市,杨浦区,0.9163431687543236,0.5321542918249382,0.667481571407618,0.6671358792482184,0.8732190649773645
中国移动通信集团上海有限公司杨浦综合通信楼,商务住宅,写字楼,齐齐哈尔路526号,121.529636,31.259931,上海市,上海市,杨浦区,0.9158031845441974,0.5321940436404641,0.6678217577039248,0.667132645679855,0.8728742976620443
霍兰新村,商务住宅,住宅区,齐齐哈尔路与榆林路交叉口西北约60米,121.528313,31.260854,上海市,上海市,杨浦区,0.9194743605021278,0.5314869969935971,0.6681888360652057,0.6667200041924084,0.8779753874869931
齐齐哈尔路568弄4号,商务住宅,其他,齐齐哈尔路五六八弄4,121.528516,31.26103,上海市,上海市,杨浦区,0.9198211674940502,0.5389431711788751,0.6684242781385183,0.6666980180636773,0.8786839116601878
锦杨苑,商务住宅,住宅区,齐齐哈尔路598弄1-38号,121.528597,31.262447,上海市,上海市,杨浦区,0.9223924693348905,0.6201248139520793,0.6808276811751115,0.6666827870354842,0.8834329378766501
瀚杨苑,商务住宅,住宅区,齐齐哈尔路568弄1-21号,121.529104,31.261292,上海市,上海市,杨浦区,0.9200792045039065,0.5483904540842987,0.6689254164716678,0.6666705920239895,0.8794204302781454
欢乐小区,商务住宅,住宅区,河间路20弄1-8号,121.530502,31.262805,上海市,上海市,杨浦区,0.9213214096916502,0.6312244921774199,0.6969478201841321,0.6668656027213279,0.8826868380208417
河间路20弄小区,商务住宅,住宅区,河间路与兰州路交叉口东北100米,121.53046,31.263277,上海市,上海市,杨浦区,0.9217909063469395,0.6736462722771671,0.7085670127551247,0.6670779399879059,0.8838455898236846
济宁路521弄小区,商务住宅,住宅区,济宁路兰州路口西侧,121.528384,31.263442,上海市,上海市,杨浦区,0.9233677498965788,0.7156962883737894,0.7091161121405161,0.6667876525349582,0.8858084430001699
锦绣阁,商务住宅,其他,兰州路与河间路交叉口西50米,121.529113,31.262694,上海市,上海市,杨浦区,0.9223565315297657,0.6334912861148438,0.689304909364495,0.666703745810846,0.883805943779226
星惠佳苑,商务住宅,住宅区,江浦路666弄1-28号,121.526811,31.261576,上海市,上海市,杨浦区,0.921826714761462,0.5776139203604885,0.6683580520740633,0.6666763400853902,0.8803874204192756
新江浦公寓,商务住宅,住宅区,江浦路702弄1-17号,121.52597,31.261615,上海市,上海市,杨浦区,0.9221998594044362,0.5863535404898662,0.6680836121202675,0.6666706888446725,0.8797028300574223
万登花苑,商务住宅,住宅区,江浦路740弄1-35号,121.525729,31.262447,上海市,上海市,杨浦区,0.9237137395934065,0.661761931622519,0.6692174212013664,0.6667546418773945,0.8820961942966847
雅舒酒店公寓,酒店住宿,其他,齐齐哈尔路630号,121.527433,31.262545,上海市,上海市,杨浦区,0.9230976267686167,0.6414742436047112,0.677225984178737,0.6667537675871009,0.8837309892727367
济宁路479弄小区,商务住宅,住宅区,济宁路479弄1-4号,121.527519,31.263318,上海市,上海市,杨浦区,0.9237943453469867,0.7220485705367553,0.7016024400949227,0.6666855590536281,0.885583471030335
江浦路740弄18号,商务住宅,其他,长阳路齐一小学旁,121.526099,31.262913,上海市,上海市,杨浦区,0.9241502052629506,0.7128472883886904,0.6818234618677278,0.666876026192977,0.8837954613016028
华盛里,商务住宅,住宅区,许昌路698弄1-18号,121.523067,31.260172,上海市,上海市,杨浦区,0.9177714041506052,0.531127885233757,0.666898236228251,0.6675997844891212,0.7629019502213141
群益公寓,商务住宅,住宅区,许昌路768弄,121.522279,31.261147,上海市,上海市,杨浦区,0.9204801833285059,0.5809192040060298,0.6666776216278952,0.6671454219987797,0.8326846862437312
济宁路130弄小区,商务住宅,住宅区,济宁路130弄3-150号,121.522326,31.259735,上海市,上海市,杨浦区,0.9156743664671753,0.5318606956848031,0.667631201285431,0.6682475304528372,0.6728360753550676
上海师惠工业园区(惠民路),商务住宅,产业园区,惠民路759号,121.52251,31.259107,上海市,上海市,杨浦区,0.8336541914610772,0.5327804220356892,0.6683215460357091,0.6688407794772221,0.6336353417474313
济宁路130弄30号,商务住宅,住宅区,济宁路108附近,121.521972,31.259846,上海市,上海市,杨浦区,0.9158357547630316,0.531605319008207,0.6677177295944123,0.6682622626500891,0.6642647782777844
许昌路760弄小区,商务住宅,住宅区,许昌路与济宁路交叉口北60米,121.522513,31.260899,上海市,上海市,杨浦区,0.919869455166038,0.5601861699092859,0.6666894742809835,0.667234712475182,0.8190692292830074
嘉禄新苑,商务住宅,住宅区,通北路500号,121.520873,31.260334,上海市,上海市,杨浦区,0.9166664260699476,0.5331239036474189,0.6676840436585376,0.6682018102142152,0.644089321574548
济宁路130弄28号,商务住宅,住宅区,济宁路132附近,121.522007,31.259861,上海市,上海市,杨浦区,0.9159191496941245,0.5315835278982638,0.6676700893445343,0.6682370514526365,0.6671377954722338
济宁路130弄116号,商务住宅,住宅区,惠民路779附近,121.522319,31.259338,上海市,上海市,杨浦区,0.8796642038102824,0.5324749633792617,0.6681526063643283,0.6686399459682687,0.6425190668911328
汉庭酒店(上海北外滩江浦公园地铁站店),酒店住宿,经济型连锁酒店,惠民路927号,121.524978,31.260255,上海市,上海市,杨浦区,0.9186740740514894,0.5311419972312567,0.6667124906651435,0.6671703081539391,0.872371088372672
全家福家园,商务住宅,住宅区,许昌路630弄1-27号,121.524069,31.259029,上海市,上海市,杨浦区,0.8637195773861787,0.5329027932060193,0.6673729776906159,0.6684004996504933,0.6870455241716903
申达商务楼,商务住宅,写字楼,怀德路685-4,121.524265,31.259915,上海市,上海市,杨浦区,0.9173489430061988,0.531690251306856,0.6667367684617257,0.6675373270620666,0.8183602256238905
创富大厦(许昌路),商务住宅,写字楼,许昌路632号,121.523414,31.259179,上海市,上海市,杨浦区,0.8834873523743864,0.532730942230404,0.6675848812095546,0.6684334629702624,0.6748281559727473
E朋汇绿色科技园,商务住宅,写字楼,江浦路627号(近惠民路),121.525025,31.260649,上海市,上海市,杨浦区,0.9199092461664332,0.5338026323576718,0.6668795517772709,0.6669552565444973,0.8743426447289369
许仓码头众创空间,商务住宅,产业园区,怀德路711号,121.524198,31.260195,上海市,上海市,杨浦区,0.9183034708467511,0.5311994790010227,0.6666902519213438,0.6673501442072327,0.8690113822776536
紫藤佳苑,商务住宅,住宅区,江浦路727弄,121.52433,31.262189,上海市,上海市,杨浦区,0.9234126409466302,0.6582419740062695,0.6683285901609198,0.6666737241901393,0.8790062237362839
