名称,大类,中类,地址,经度,纬度,省份,城市,区域,交通设施,休闲娱乐,购物消费,医疗保健,运动健身,科教文化,餐饮美食,旅游景点
友融集团办公楼,商务住宅,写字楼,闸殷路860号,121.516759,31.320038,上海市,上海市,杨浦区,0.42310247639954385,0.22033661353418327,0.32445867231297376,0.24683314441339627,0.3845308075604229,0.4223040356617178,0.27815763777640895,0.2718282208767166
政和路388弄小区,商务住宅,住宅区,政和路359号附近,121.512793,31.327778,上海市,上海市,杨浦区,0.24968358135243782,0.08971322728315138,0.12092105841557893,0.11117616832982051,0.24246515076901826,0.2768400414975835,0.0986525880684398,0.11460913330594726
祥富宾馆(上海民京路店),酒店住宿,宾馆酒店,民京路600号,121.520086,31.320527,上海市,上海市,杨浦区,0.41576044898896736,0.22253174645930848,0.3572263721435305,0.2791192837379877,0.3968756434201156,0.5603586378013417,0.30146751855639653,0.2800006682715036
沁风-雅苑,商务住宅,住宅区,新江湾城(地铁站)3号口步行710米,121.511357,31.326325,上海市,上海市,杨浦区,0.2585123102693387,0.09211018777332469,0.1258637716442816,0.11519217756579787,0.23278268692299545,0.2501780007312597,0.10454010696847701,0.1227699673329518
杨浦区新江湾城(建设中),商务住宅,住宅区,[],121.511878,31.325458,上海市,上海市,杨浦区,0.2767684806821191,0.10323739221827298,0.14627740139998507,0.12497288405436313,0.2512434411477375,0.2602773983776851,0.11944246739595343,0.1364057236512032
杨浦区新江湾城(建设中),商务住宅,别墅,[],121.511878,31.325458,上海市,上海市,杨浦区,0.2767684806821191,0.10323739221827298,0.14627740139998507,0.12497288405436313,0.2512434411477375,0.2602773983776851,0.11944246739595343,0.1364057236512032
民庆家园,商务住宅,住宅区,民京路658弄之1-21号,121.519574,31.321106,上海市,上海市,杨浦区,0.40349544380227037,0.21268427650464958,0.3365072576726081,0.25382330477218845,0.387947186434185,0.5310624425508534,0.285002984983807,0.2634105379436973
民庆家园1期,商务住宅,其他,闸殷路与民庆路交叉口东120米,121.518993,31.320342,上海市,上海市,杨浦区,0.41967366105749415,0.2229092225117536,0.3460418320936334,0.26709222200739474,0.39426667812381366,0.5121753110898947,0.2943370550549774,0.2778438599997205
民庆家园2期,商务住宅,其他,民京路与宁城路交叉口西120米,121.520111,31.321481,上海市,上海市,杨浦区,0.3957225922624171,0.20847208995436625,0.3352741265449234,0.2514828697382753,0.38718056326989386,0.551829994589009,0.2838049364777253,0.2583553291447612
杨浦都市工业园区市京分园,商务住宅,产业园区,民京路781号,121.52026,31.319844,上海市,上海市,杨浦区,0.43000428231274573,0.23237054075171412,0.37457453580734074,0.30389963441470946,0.4063128652600653,0.5743258848980236,0.3157563083928856,0.29687590390476915
杨浦都市工业园区市京分园1栋,商务住宅,产业园区,民京路781号,121.5206,31.320467,上海市,上海市,杨浦区,0.41681835631741054,0.22418042188470985,0.36615084237166806,0.2900977814076499,0.39940536426810513,0.5845775276140469,0.3075831268455791,0.2845408168454419
加州·水郡,商务住宅,住宅区,国秀路599弄1-15号,121.512057,31.33187,上海市,上海市,杨浦区,0.210356613309472,0.056607766473950036,0.08048908313566887,0.09048313056493727,0.1879276622335022,0.24959882463354915,0.06634116053865811,0.08056059380797546
中建大公馆,商务住宅,别墅,政和路538弄1-230号,121.514926,31.330728,上海市,上海市,杨浦区,0.23348060245217048,0.07684777020735511,0.1184948484211405,0.10614250140305251,0.23047150253708243,0.30727781612590727,0.08604935934520089,0.09612890201682754
新江湾城·首府,商务住宅,别墅,国秀路88弄1-103号,121.516726,31.33332,上海市,上海市,杨浦区,0.21081646289183,0.061143428596317044,0.12066386381214533,0.10107639632875257,0.19887055732329675,0.30319116059773266,0.07466402757156464,0.07554163466316499
中建府邸,商务住宅,住宅区,国秀路与政和路交叉口东南220米,121.514932,31.330729,上海市,上海市,杨浦区,0.23350108497758587,0.07686653087055109,0.11856011695735179,0.1061651229245591,0.23051743617908538,0.3073739983844563,0.08608125360094686,0.09613912580039112
嘉誉云景,商务住宅,写字楼,殷行路与政和路交汇处,121.511365,31.329978,上海市,上海市,杨浦区,0.21924671499190646,0.06749478916030224,0.08596919688883158,0.0942624165602584,0.1994422827168044,0.24772154053528883,0.07359633523007911,0.09008408833844002
尚锦嘉愿,商务住宅,住宅区,江湾城路1199弄1-21号,121.519406,31.334899,上海市,上海市,杨浦区,0.1874595716789215,0.05302799270060199,0.13724038697740767,0.09682099224701256,0.1750465494922506,0.2980106951875437,0.07163180971706348,0.06051314391878097
新江湾人才公寓,商务住宅,住宅区,国浩路88号附近,121.519466,31.334888,上海市,上海市,杨浦区,0.1875215042082779,0.05323743369656999,0.13801648477518358,0.09705803179590197,0.17552574918850572,0.2987063143813991,0.07211956611256036,0.06068611655384213
首府,商务住宅,住宅区,国秀路与江湾城路交叉口西北140米,121.51675,31.333287,上海市,上海市,杨浦区,0.21124838330868614,0.06151264859482509,0.12121782643270994,0.10135608834494243,0.19966719020451856,0.3040241754138588,0.0751184316475371,0.07590891639906912
国安社区,商务住宅,住宅区,国浩路179弄1-17号新江湾生活广场F1,121.517183,31.33546,上海市,上海市,杨浦区,0.18302475793050219,0.044068202687042465,0.10767382060335028,0.08783480555380638,0.15601035745421674,0.26858567814242384,0.055226812191830385,0.054170285229767495
书香门第(新江湾城馆),商务住宅,其他,国浩路179弄195号,121.517154,31.335464,上海市,上海市,杨浦区,0.18301580788037794,0.04398061373519705,0.10734611816011186,0.08776753951995168,0.15588535102224005,0.268269816085364,0.055094576936083696,0.054146055939911814
江湾国际社区睦邻中心,商务住宅,其他,政和路与国浩路交叉口北220米,121.516852,31.337667,上海市,上海市,杨浦区,0.15423396310669607,0.027870178230488606,0.08850627324198242,0.0723302717789284,0.11267586991850699,0.21849216686741044,0.035102178287900895,0.03538366649080407
寓享十青年社区,商务住宅,其他,政和路979号二楼,121.516583,31.337244,上海市,上海市,杨浦区,0.1605668874801347,0.03019051777550141,0.0888836444555522,0.07499980041625189,0.12106348528588888,0.22635198201709197,0.038127288758278255,0.03910250790367874
江湾国际公寓,商务住宅,住宅区,政和路999弄1-80号,121.515165,31.337995,上海市,上海市,杨浦区,0.15367767239001937,0.025461538032951734,0.07466907188162275,0.07068517993052455,0.11315520624163757,0.19983933147900235,0.03370607187317633,0.03676867625632143
橡树湾,商务住宅,住宅区,新江湾城国浩路88号,121.520178,31.338306,上海市,上海市,杨浦区,0.13390900378743908,0.025722447277966236,0.1115507417055564,0.06939350343839151,0.0954706399841924,0.21285850551558658,0.03678006458448845,0.02679380307450468
华润·新江湾九里,商务住宅,住宅区,国帆路(地铁站)1号口步行635米,121.517595,31.339184,上海市,上海市,杨浦区,0.13044600838341872,0.019977849420663094,0.08421548716257127,0.06298940783388586,0.083683028612109,0.18600485900331823,0.02456844922502231,0.022630419001078667
嘉誉湾,商务住宅,住宅区,淞沪路1888号(近五角场),121.509146,31.332342,上海市,上海市,杨浦区,0.1923356354319434,0.04506412061494796,0.05441715536148197,0.077607741037575,0.16328676189561753,0.19565226370461045,0.061102277335067325,0.07182953175548752
嘉誉国际广场,商务住宅,写字楼,殷行路1286号,121.508359,31.329903,上海市,上海市,杨浦区,0.19862965752713022,0.05617806043502066,0.05919042640397952,0.08265659534310334,0.16654187471957577,0.1920631522317618,0.06607169720929053,0.07975798756775151
GU HOTEL,酒店住宿,宾馆酒店,国权北路新江湾尚景园,121.501229,31.335782,上海市,上海市,杨浦区,0.10457742729121787,0.009251436737458592,0.00489786454931677,0.031180429020829216,0.08006670026692626,0.04349436732539346,0.046989650539060124,0.025955103473250477
枫憬酒店(五角场新江湾城店),酒店住宿,宾馆酒店,殷行路1488号,121.505141,31.329214,上海市,上海市,杨浦区,0.17426761745026306,0.04705597356142921,0.03946223980228597,0.07375323365286889,0.13914448128914816,0.13505785338987195,0.06263754452074971,0.06983965269084834
新江湾·戎辉苑,商务住宅,住宅区,殷行路1628弄,121.503564,31.329849,上海市,上海市,杨浦区,0.15314592854303494,0.036848015484852316,0.026329536899400832,0.06340710414721094,0.12420192989192634,0.10637347757291006,0.056992810669637274,0.05812232784588528
上海非主流建筑师度假别墅,酒店住宿,其他,国权北1470号,121.501162,31.335365,上海市,上海市,杨浦区,0.1057642754631187,0.00985535205695483,0.005105670094969538,0.031659420451463215,0.08140507598676755,0.04512376191562962,0.04731098347297804,0.026741779867441893
集悠精选酒店(暂停营业),酒店住宿,宾馆酒店,国权北路1480号国学路路口,121.501351,31.336238,上海市,上海市,杨浦区,0.10362014437599276,0.008754235876210294,0.004836049710492125,0.030907580207026587,0.078868285508029,0.04219847798923735,0.04662488264520899,0.025288682022292487
宿适轻奢酒店(上海五角场复旦大学店),酒店住宿,其他,国权北路1480号,121.501385,31.336225,上海市,上海市,杨浦区,0.10407609828800075,0.008863319413381131,0.004956036366647326,0.031121361870369586,0.07925731552860443,0.0427811522830474,0.046738803902917785,0.02552301392363109
10号线新江湾城(6号口),商务住宅,写字楼,[],121.50702,31.32955,上海市,上海市,杨浦区,0.1899869880232542,0.053001631124784385,0.05079472944006529,0.07916659375717573,0.15528656812435845,0.16851353753480983,0.06499963579088444,0.07650073268297862
璞境服务式健康公寓,酒店住宿,其他,新江湾城殷行路1270号,121.510825,31.329466,上海市,上海市,杨浦区,0.2195129997397694,0.06848490435858871,0.08469860844933837,0.09428504481165444,0.19708619134061703,0.23877914838847963,0.07476072077519293,0.09162590229197368
光辉城市(上海分公司),商务住宅,其他,殷行路嘉誉国际02栋404室,121.508423,31.329579,上海市,上海市,杨浦区,0.2011758984374677,0.05803658741835035,0.061962828876547214,0.08439436470805156,0.16836568572342278,0.19407056379985915,0.06752570455640747,0.0818033777987454
嘉誉湾3期,商务住宅,其他,淞沪路1888弄1-24号,121.50913,31.332133,上海市,上海市,杨浦区,0.19317038460476144,0.04621253454280939,0.05496697622802284,0.07801230544963429,0.16410994391927655,0.19671777088728334,0.06139538688054655,0.07254247115675418
湾谷科技园,商务住宅,产业园区,国权北路1688弄,121.503381,31.341161,上海市,上海市,杨浦区,0.0828693634457511,0.0032391527749327464,0.0060247879461154275,0.023900027503247306,0.052687679050372666,0.026470301186299193,0.03489995407710116,0.011445656297807144
莱蒙国际中心,商务住宅,写字楼,国权北路1688号,121.501062,31.339367,上海市,上海市,杨浦区,0.07938777425121686,0.0028911139329432377,0.0012514670553001568,0.020471858689025287,0.05308225600977285,0.01708255391504613,0.03828048608123358,0.011990138963042777
融信世纪江湾,商务住宅,住宅区,恒耀路66弄,121.509664,31.343279,上海市,上海市,杨浦区,0.08609830615151888,0.00414951862326833,0.024048695237316987,0.03671868241721891,0.04611330319767261,0.05570797348305909,0.018861740507249324,0.0074595728282155545
区块链产业大厦,商务住宅,写字楼,国权北路1688弄C7栋,121.501009,31.339581,上海市,上海市,杨浦区,0.07723521815493943,0.002379062015070285,0.0009817574997754521,0.019550990664310944,0.05073136960234974,0.01523260597523995,0.03753201893707939,0.010822086564504492
湾谷驿站,酒店住宿,其他,淞行路与吉江路交叉口东120米,121.503251,31.341643,上海市,上海市,杨浦区,0.07682802808000831,0.00183709271946587,0.004889793519134932,0.021192100480487544,0.04592044455512366,0.02088373457207771,0.03258116050624322,0.00803741113159003
龙湖冠寓(上海新江湾城店),酒店住宿,其他,恒耀路66弄92号、105号,121.509156,31.344315,上海市,上海市,杨浦区,0.07076206903394958,0.0006441372202380444,0.01814089947757926,0.02937349293776204,0.03102687533561518,0.036854482282751524,0.013934461664292035,0.0
莱蒙国际中心C座,商务住宅,写字楼,国权北路1688弄36号,121.501078,31.339386,上海市,上海市,杨浦区,0.0793973026879199,0.002887536664966458,0.001278024167235424,0.020478565068166373,0.053045285662656705,0.01711835416751776,0.038255090286216195,0.011977054574780226
莱蒙国际中心招租,商务住宅,其他,国帆路与国权北路交叉口西120米,121.505282,31.343473,上海市,上海市,杨浦区,0.06822157664815157,0.0,0.007370386446264978,0.021444156707680347,0.033691698878940884,0.020312986456456458,0.02367273939527329,0.0016962500979643004
江湾名邸(公寓住宅),商务住宅,其他,恒耀路66弄,121.508379,31.34368,上海市,上海市,杨浦区,0.07776771044674925,0.0020796984874030234,0.017904898140461593,0.03106896051782052,0.039203175100671894,0.04093709885775424,0.019060525269661583,0.004290594204415511
湾谷科技园A1座,商务住宅,其他,国权北路与国帆路交叉口西南100米,121.505614,31.342606,上海市,上海市,杨浦区,0.08056697716216601,0.0026313150396835207,0.010759755143250165,0.02683480181377331,0.046631197618961666,0.032786138204243816,0.028323198840050683,0.008108485413864469
湾谷科技园C2座,商务住宅,其他,[],121.50299,31.339497,上海市,上海市,杨浦区,0.09611692235713518,0.006425218121776515,0.00688051793771783,0.029054121730769773,0.06791650031065943,0.037637076354985866,0.04116162468845788,0.019549108399005845
湾谷科技园C7座,商务住宅,产业园区,国权北路1688弄36号,121.501112,31.339422,上海市,上海市,杨浦区,0.07944865357642007,0.00288776065428196,0.0013373869826111017,0.02050639016807112,0.05300492666965815,0.017220935047953093,0.03821278863595436,0.011966923290436454
湾谷科技园B7栋,商务住宅,其他,国权北路一六八八弄53号,121.502467,31.341221,上海市,上海市,杨浦区,0.07523338551914284,0.001579138010620547,0.0032139971556012247,0.01964637728553407,0.04536937013932426,0.017218965177739572,0.03369205294041481,0.007992313839915314
湾谷科技园C6座,商务住宅,写字楼,淞行路与吉江路交叉口东南120米,121.502461,31.340534,上海市,上海市,杨浦区,0.08193362752156459,0.003145950401319968,0.004036968090735789,0.02241969092449561,0.052924775578043426,0.022620636891751627,0.03653373905535196,0.011874583791039334
湾谷科技园B2座,商务住宅,产业园区,[],121.5043,31.341032,上海市,上海市,杨浦区,0.09092482356092685,0.005033217912632925,0.00929833812298014,0.028704375782861877,0.06049988472261052,0.03752127705797119,0.03612214258475463,0.015189014968632106
湾谷科技园A5座,商务住宅,其他,淞行路与国帆路交叉口南160米,121.504684,31.342969,上海市,上海市,杨浦区,0.07115599470950208,0.0005876186558887275,0.006738270513018337,0.021392117003098586,0.03767544218893768,0.020826165372586785,0.026585893562597298,0.0036481161990306195
湾谷科技园A6座,商务住宅,其他,淞行路与吉江路交叉口东北200米,121.503847,31.342292,上海市,上海市,杨浦区,0.07388222369601817,0.001145024858872542,0.005577391377097909,0.020913333715715864,0.041788408584236686,0.020367556611758878,0.02988289606571095,0.005775274286259922
